Date,Symbol,MarketCap,Rank
2019-10-16,BTC,144823993562,1
2019-10-15,BTC,147650082215,1
2019-10-14,BTC,150680499056,1
2019-10-13,BTC,149700817939,1
2019-10-12,BTC,149965767624,1
2019-10-11,BTC,149685618275,1
2019-10-10,BTC,154430515160,1
2019-10-09,BTC,154579656110,1
2019-10-08,BTC,147966069982,1
2019-10-07,BTC,148252589805,1
2019-10-06,BTC,143607672862,1
2019-10-05,BTC,146529229668,1
2019-10-04,BTC,147491804056,1
2019-10-03,BTC,148448162840,1
2019-10-02,BTC,150823797662,1
2019-10-01,BTC,149913972768,1
2019-09-30,BTC,149011567415,1
2019-09-29,BTC,145590374681,1
2019-09-28,BTC,148122503616,1
2019-09-27,BTC,148212635834,1
2019-09-26,BTC,145812492488,1
2019-09-25,BTC,152404005091,1
2019-09-24,BTC,154785821876,1
2019-09-23,BTC,174674558023,1
2019-09-22,BTC,180784051699,1
2019-09-21,BTC,179853287294,1
2019-09-20,BTC,182738947696,1
2019-09-19,BTC,184240949577,1
2019-09-18,BTC,182998899156,1
2019-09-17,BTC,183748515828,1
2019-09-16,BTC,184366827555,1
2019-09-15,BTC,185618174384,1
2019-09-14,BTC,185784300332,1
2019-09-13,BTC,185809163035,1
2019-09-12,BTC,186678943059,1
2019-09-11,BTC,182502788242,1
2019-09-10,BTC,181360731383,1
2019-09-09,BTC,185263578990,1
2019-09-08,BTC,187150078007,1
2019-09-07,BTC,188488525926,1
2019-09-06,BTC,185530405363,1
2019-09-05,BTC,189492405383,1
2019-09-04,BTC,189810010608,1
2019-09-03,BTC,190312487956,1
2019-09-02,BTC,185333114163,1
2019-09-01,BTC,174768292883,1
2019-08-31,BTC,172470743516,1
2019-08-30,BTC,171869216524,1
2019-08-29,BTC,170274910132,1
2019-08-28,BTC,174627460400,1
2019-08-27,BTC,182325540955,1
2019-08-26,BTC,185625235889,1
2019-08-25,BTC,181450186164,1
2019-08-24,BTC,181813631752,1
2019-08-23,BTC,186231409722,1
2019-08-22,BTC,181257125783,1
2019-08-21,BTC,181364502142,1
2019-08-20,BTC,192530283565,1
2019-08-19,BTC,195243306008,1
2019-08-18,BTC,185022920955,1
2019-08-17,BTC,182966857173,1
2019-08-16,BTC,185500055339,1
2019-08-15,BTC,184357666577,1
2019-08-14,BTC,179692803424,1
2019-08-13,BTC,194762696644,1
2019-08-12,BTC,203441494985,1
2019-08-11,BTC,205941632235,1
2019-08-10,BTC,202890020455,1
2019-08-09,BTC,211961319133,1
2019-08-08,BTC,213788089212,1
2019-08-07,BTC,213330426789,1
2019-08-06,BTC,205023347814,1
2019-08-05,BTC,210848822060,1
2019-08-04,BTC,195907875403,1
2019-08-03,BTC,193233960601,1
2019-08-02,BTC,187791090996,1
2019-08-01,BTC,185653203391,1
2019-07-31,BTC,180028959603,1
2019-07-30,BTC,171472452506,1
2019-07-29,BTC,169880343827,1
2019-07-28,BTC,170461958074,1
2019-07-27,BTC,169099540423,1
2019-07-26,BTC,176085968354,1
2019-07-25,BTC,176806451137,1
2019-07-24,BTC,175005760794,1
2019-07-23,BTC,176572890702,1
2019-07-22,BTC,184443440748,1
2019-07-21,BTC,188987475962,1
2019-07-20,BTC,191963691255,1
2019-07-19,BTC,187725578628,1
2019-07-18,BTC,190129918121,1
2019-07-17,BTC,172777250515,1
2019-07-16,BTC,168908640950,1
2019-07-15,BTC,194147627475,1
2019-07-14,BTC,182741933552,1
2019-07-13,BTC,202968191001,1
2019-07-12,BTC,210494417832,1
2019-07-11,BTC,202324174692,1
2019-07-10,BTC,216515999522,1
2019-07-09,BTC,223928128583,1
2019-07-08,BTC,218778355444,1
2019-07-07,BTC,203881891346,1
2019-07-06,BTC,199546110914,1
2019-07-05,BTC,195424678267,1
2019-07-04,BTC,199617404432,1
2019-07-03,BTC,212867079175,1
2019-07-02,BTC,192206536806,1
2019-07-01,BTC,188297637574,1
2019-06-30,BTC,192442065810,1
2019-06-29,BTC,212739713110,1
2019-06-28,BTC,220681459666,1
2019-06-27,BTC,198878940964,1
2019-06-26,BTC,231462117209,1
2019-06-25,BTC,209647943360,1
2019-06-24,BTC,195762668679,1
2019-06-23,BTC,192970090355,1
2019-06-22,BTC,190214124824,1
2019-06-21,BTC,180293241528,1
2019-06-20,BTC,169304784791,1
2019-06-19,BTC,164780855869,1
2019-06-18,BTC,161353637186,1
2019-06-17,BTC,165573372261,1
2019-06-16,BTC,159769423370,1
2019-06-15,BTC,156982138835,1
2019-06-14,BTC,154398880249,1
2019-06-13,BTC,146160317148,1
2019-06-12,BTC,144634684711,1
2019-06-11,BTC,140748537530,1
2019-06-10,BTC,142023351079,1
2019-06-09,BTC,136465098533,1
2019-06-08,BTC,141172841635,1
2019-06-07,BTC,142754693588,1
2019-06-06,BTC,138800725479,1
2019-06-05,BTC,138824651666,1
2019-06-04,BTC,136742790469,1
2019-06-03,BTC,145619047341,1
2019-06-02,BTC,155077231351,1
2019-06-01,BTC,151890214310,1
2019-05-31,BTC,152059886414,1
2019-05-30,BTC,147525141134,1
2019-05-29,BTC,153537047655,1
2019-05-28,BTC,154590202287,1
2019-05-27,BTC,156093754762,1
2019-05-26,BTC,153725486067,1
2019-05-25,BTC,142708188838,1
2019-05-24,BTC,141539115575,1
2019-05-23,BTC,139654107035,1
2019-05-22,BTC,136063898960,1
2019-05-21,BTC,141065573610,1
2019-05-20,BTC,141315695728,1
2019-05-19,BTC,145185076705,1
2019-05-18,BTC,128761727083,1
2019-05-17,BTC,130034777633,1
2019-05-16,BTC,139599559278,1
2019-05-15,BTC,145254332460,1
2019-05-14,BTC,141508656735,1
2019-05-13,BTC,138316573807,1
2019-05-12,BTC,123389710222,1
2019-05-11,BTC,127488435181,1
2019-05-10,BTC,112863284035,1
2019-05-09,BTC,109238600750,1
2019-05-08,BTC,105829143585,1
2019-05-07,BTC,103112368557,1
2019-05-06,BTC,101640471056,1
2019-05-05,BTC,102494420158,1
2019-05-04,BTC,103112021259,1
2019-05-03,BTC,101986240859,1
2019-05-02,BTC,97330112147,1
2019-05-01,BTC,95501110091,1
2019-04-30,BTC,94573826827,1
2019-04-29,BTC,92737510865,1
2019-04-28,BTC,93391244395,1
2019-04-27,BTC,93086156556,1
2019-04-26,BTC,93272287960,1
2019-04-25,BTC,92046492864,1
2019-04-24,BTC,96530038144,1
2019-04-23,BTC,98417387004,1
2019-04-22,BTC,95354207776,1
2019-04-21,BTC,93847052256,1
2019-04-20,BTC,94248717444,1
2019-04-19,BTC,93638345002,1
2019-04-18,BTC,93532402741,1
2019-04-17,BTC,92702617458,1
2019-04-16,BTC,92404613297,1
2019-04-15,BTC,89422237603,1
2019-04-14,BTC,91188595341,1
2019-04-13,BTC,89925574875,1
2019-04-12,BTC,89792633045,1
2019-04-11,BTC,89341168457,1
2019-04-10,BTC,93918439274,1
2019-04-09,BTC,91799330425,1
2019-04-08,BTC,93286365973,1
2019-04-07,BTC,91674230186,1
2019-04-06,BTC,89212733450,1
2019-04-05,BTC,88796118650,1
2019-04-04,BTC,86778727821,1
2019-04-03,BTC,87655288145,1
2019-04-02,BTC,85986009273,1
2019-04-01,BTC,73269368747,1
2019-03-31,BTC,72339379036,1
2019-03-30,BTC,72355190645,1
2019-03-29,BTC,72202088875,1
2019-03-28,BTC,71678998915,1
2019-03-27,BTC,71987847571,1
2019-03-26,BTC,70184147203,1
2019-03-25,BTC,69789872373,1
2019-03-24,BTC,70823042992,1
2019-03-23,BTC,71056017910,1
2019-03-22,BTC,70840048102,1
2019-03-21,BTC,70926226882,1
2019-03-20,BTC,71942444088,1
2019-03-19,BTC,71647703828,1
2019-03-18,BTC,70958165407,1
2019-03-17,BTC,70821939585,1
2019-03-16,BTC,71227967573,1
2019-03-15,BTC,69675002377,1
2019-03-14,BTC,69024696307,1
2019-03-13,BTC,68706700381,1
2019-03-12,BTC,68743000581,1
2019-03-11,BTC,68666928025,1
2019-03-10,BTC,69475297370,1
2019-03-09,BTC,69674508655,1
2019-03-08,BTC,68574579320,1
2019-03-07,BTC,68749421311,1
2019-03-06,BTC,68609885776,1
2019-03-05,BTC,68470655400,1
2019-03-04,BTC,66094551587,1
2019-03-03,BTC,67592376373,1
2019-03-02,BTC,67888255371,1
2019-03-01,BTC,67796965743,1
2019-02-28,BTC,67704774107,1
2019-02-27,BTC,67631949500,1
2019-02-26,BTC,67683296223,1
2019-02-25,BTC,68173204651,1
2019-02-24,BTC,66897483404,1
2019-02-23,BTC,72720867208,1
2019-02-22,BTC,70308555857,1
2019-02-21,BTC,69398333876,1
2019-02-20,BTC,70194350042,1
2019-02-19,BTC,69262673238,1
2019-02-18,BTC,68704389994,1
2019-02-17,BTC,64453368779,1
2019-02-16,BTC,63673369195,1
2019-02-15,BTC,63509111125,1
2019-02-14,BTC,63434486052,1
2019-02-13,BTC,63694394519,1
2019-02-12,BTC,64063755250,1
2019-02-11,BTC,63968390250,1
2019-02-10,BTC,64694025951,1
2019-02-09,BTC,64354732475,1
2019-02-08,BTC,64270269953,1
2019-02-07,BTC,59578075991,1
2019-02-06,BTC,59821158612,1
2019-02-05,BTC,60735563490,1
2019-02-04,BTC,60603083461,1
2019-02-03,BTC,60681847608,1
2019-02-02,BTC,61675119055,1
2019-10-16,ETH,19040429002,2
2019-10-15,ETH,19621350993,2
2019-10-14,ETH,20219637357,2
2019-10-13,ETH,19688808994,2
2019-10-12,ETH,19551368532,2
2019-10-11,ETH,19737401838,2
2019-10-10,ETH,20717535747,2
2019-10-09,ETH,20891536595,2
2019-10-08,ETH,19670825764,2
2019-10-07,ETH,19578142143,2
2019-10-06,ETH,18697637484,2
2019-10-05,ETH,19050956367,2
2019-10-04,ETH,19116991692,2
2019-10-03,ETH,18921747814,2
2019-10-02,ETH,19514521236,2
2019-10-01,ETH,19148222892,2
2019-09-30,ETH,19419149343,2
2019-09-29,ETH,18405401315,2
2019-09-28,ETH,18842313324,2
2019-09-27,ETH,18854855889,2
2019-09-26,ETH,17991000062,2
2019-09-25,ETH,18438188568,2
2019-09-24,ETH,18135747380,2
2019-09-23,ETH,21780534855,2
2019-09-22,ETH,22815755536,2
2019-09-21,ETH,23241121351,2
2019-09-20,ETH,23511410671,2
2019-09-19,ETH,23856751722,2
2019-09-18,ETH,22787891774,2
2019-09-17,ETH,22484889435,2
2019-09-16,ETH,21243167877,2
2019-09-15,ETH,20451239362,2
2019-09-14,ETH,20267272633,2
2019-09-13,ETH,19511050764,2
2019-09-12,ETH,19498542852,2
2019-09-11,ETH,19249367782,2
2019-09-10,ETH,19361276593,2
2019-09-09,ETH,19505534124,2
2019-09-08,ETH,19525276831,2
2019-09-07,ETH,19189873689,2
2019-09-06,ETH,18293376881,2
2019-09-05,ETH,18749645579,2
2019-09-04,ETH,18938360723,2
2019-09-03,ETH,19313265198,2
2019-09-02,ETH,19186913439,2
2019-09-01,ETH,18461846968,2
2019-08-31,ETH,18549906272,2
2019-08-30,ETH,18156660601,2
2019-08-29,ETH,18227677831,2
2019-08-28,ETH,18695530287,2
2019-08-27,ETH,20158029984,2
2019-08-26,ETH,20307338403,2
2019-08-25,ETH,20080495261,2
2019-08-24,ETH,20555802874,2
2019-08-23,ETH,20920364879,2
2019-08-22,ETH,20555295233,2
2019-08-21,ETH,20075644245,2
2019-08-20,ETH,21112106339,2
2019-08-19,ETH,21810324618,2
2019-08-18,ETH,20884307088,2
2019-08-17,ETH,19936235953,2
2019-08-16,ETH,19907120204,2
2019-08-15,ETH,20233249251,2
2019-08-14,ETH,20027397541,2
2019-08-13,ETH,22396531009,2
2019-08-12,ETH,22670420643,2
2019-08-11,ETH,23183002869,2
2019-08-10,ETH,22176113561,2
2019-08-09,ETH,22576055651,2
2019-08-08,ETH,23694202562,2
2019-08-07,ETH,24275514217,2
2019-08-06,ETH,24232708406,2
2019-08-05,ETH,25108076876,2
2019-08-04,ETH,23867371249,2
2019-08-03,ETH,23845116864,2
2019-08-02,ETH,23347127327,2
2019-08-01,ETH,23337361749,2
2019-07-31,ETH,23425015630,2
2019-07-30,ETH,22551013736,2
2019-07-29,ETH,22627969069,2
2019-07-28,ETH,22616386468,2
2019-07-27,ETH,22208955063,2
2019-07-26,ETH,23514586698,2
2019-07-25,ETH,23510336984,2
2019-07-24,ETH,23232101232,2
2019-07-23,ETH,22767023810,2
2019-07-22,ETH,23281138563,2
2019-07-21,ETH,24141704293,2
2019-07-20,ETH,24511869214,2
2019-07-19,ETH,23675884534,2
2019-07-18,ETH,24232572603,2
2019-07-17,ETH,22616651114,2
2019-07-16,ETH,21298941499,2
2019-07-15,ETH,24566488597,2
2019-07-14,ETH,24328422207,2
2019-07-13,ETH,28801816023,2
2019-07-12,ETH,29526802979,2
2019-07-11,ETH,28713849048,2
2019-07-10,ETH,30985827113,2
2019-07-09,ETH,32998749928,2
2019-07-08,ETH,33461369498,2
2019-07-07,ETH,32650611906,2
2019-07-06,ETH,30707785756,2
2019-07-05,ETH,30751916427,2
2019-07-04,ETH,30377082394,2
2019-07-03,ETH,32356299765,2
2019-07-02,ETH,31124332021,2
2019-07-01,ETH,31338571563,2
2019-06-30,ETH,31020295932,2
2019-06-29,ETH,34149263832,2
2019-06-28,ETH,33202586960,2
2019-06-27,ETH,31389390615,2
2019-06-26,ETH,35916727561,2
2019-06-25,ETH,33925713000,2
2019-06-24,ETH,33100160024,2
2019-06-23,ETH,32819043043,2
2019-06-22,ETH,32980338717,2
2019-06-21,ETH,31433771859,2
2019-06-20,ETH,28955655290,2
2019-06-19,ETH,28710780975,2
2019-06-18,ETH,28240458529,2
2019-06-17,ETH,29227567867,2
2019-06-16,ETH,28677606760,2
2019-06-15,ETH,28652203067,2
2019-06-14,ETH,28123338884,2
2019-06-13,ETH,27276572627,2
2019-06-12,ETH,27777154177,2
2019-06-11,ETH,26163906569,2
2019-06-10,ETH,26345596475,2
2019-06-09,ETH,24806123509,2
2019-06-08,ETH,26149221979,2
2019-06-07,ETH,26698353830,2
2019-06-06,ETH,26540057659,2
2019-06-05,ETH,26278874480,2
2019-06-04,ETH,25667971281,2
2019-06-03,ETH,26863086906,2
2019-06-02,ETH,28732949885,2
2019-06-01,ETH,28215330784,2
2019-05-31,ETH,28501098831,2
2019-05-30,ETH,27194892741,2
2019-05-29,ETH,28636457373,2
2019-05-28,ETH,28878512607,2
2019-05-27,ETH,28991071396,2
2019-05-26,ETH,28371943145,2
2019-05-25,ETH,26742086786,2
2019-05-24,ETH,26497014858,2
2019-05-23,ETH,26119891327,2
2019-05-22,ETH,25982060192,2
2019-05-21,ETH,27095257004,2
2019-05-20,ETH,26736046292,2
2019-05-19,ETH,27733299057,2
2019-05-18,ETH,24896520187,2
2019-05-17,ETH,25866318005,2
2019-05-16,ETH,28010958253,2
2019-05-15,ETH,26219111162,2
2019-05-14,ETH,23033114137,2
2019-05-13,ETH,20876934045,2
2019-05-12,ETH,19864635091,2
2019-05-11,ETH,20602050120,2
2019-05-10,ETH,18355936406,2
2019-05-09,ETH,18051087500,2
2019-05-08,ETH,18118602844,2
2019-05-07,ETH,17994460619,2
2019-05-06,ETH,18294624766,2
2019-05-05,ETH,17317292591,2
2019-05-04,ETH,17376070198,2
2019-05-03,ETH,17789626262,2
2019-05-02,ETH,17169962760,2
2019-05-01,ETH,17029616915,2
2019-04-30,ETH,17170110493,2
2019-04-29,ETH,16430642271,2
2019-04-28,ETH,16650076837,2
2019-04-27,ETH,16768575998,2
2019-04-26,ETH,16545462357,2
2019-04-25,ETH,16343573973,2
2019-04-24,ETH,17544029659,2
2019-04-23,ETH,18136462572,2
2019-04-22,ETH,18179292263,2
2019-04-21,ETH,17983602095,2
2019-04-20,ETH,18373023202,2
2019-04-19,ETH,18366130180,2
2019-04-18,ETH,18374913022,2
2019-04-17,ETH,17647086048,2
2019-04-16,ETH,17715913572,2
2019-04-15,ETH,17074367783,2
2019-04-14,ETH,17734050269,2
2019-04-13,ETH,17380468169,2
2019-04-12,ETH,17401765647,2
2019-04-11,ETH,17479876008,2
2019-04-10,ETH,18728058767,2
2019-04-09,ETH,18596496042,2
2019-04-08,ETH,19031640376,2
2019-04-07,ETH,18424576820,2
2019-04-06,ETH,17516082778,2
2019-04-05,ETH,17468192986,2
2019-04-04,ETH,16678477300,2
2019-04-03,ETH,17035703564,2
2019-04-02,ETH,17297572365,2
2019-04-01,ETH,14960828861,2
2019-03-31,ETH,14925533137,2
2019-03-30,ETH,14984615423,2
2019-03-29,ETH,15025361637,2
2019-03-28,ETH,14698609599,2
2019-03-27,ETH,14862394451,2
2019-03-26,ETH,14277816266,2
2019-03-25,ETH,14230733149,2
2019-03-24,ETH,14434995337,2
2019-03-23,ETH,14565143357,2
2019-03-22,ETH,14451740115,2
2019-03-21,ETH,14392427839,2
2019-03-20,ETH,14817151375,2
2019-03-19,ETH,14797612389,2
2019-03-18,ETH,14675181094,2
2019-03-17,ETH,14739201597,2
2019-03-16,ETH,14989691491,2
2019-03-15,ETH,14492364551,2
2019-03-14,ETH,14071628064,2
2019-03-13,ETH,14022610219,2
2019-03-12,ETH,14144929392,2
2019-03-11,ETH,14079044648,2
2019-03-10,ETH,14384860876,2
2019-03-09,ETH,14509873018,2
2019-03-08,ETH,14209542041,2
2019-03-07,ETH,14513398954,2
2019-03-06,ETH,14590867639,2
2019-03-05,ETH,14492117352,2
2019-03-04,ETH,13432896659,2
2019-03-03,ETH,13900679027,2
2019-03-02,ETH,14103698392,2
2019-03-01,ETH,14335957425,2
2019-02-28,ETH,14365118213,2
2019-02-27,ETH,14298070644,2
2019-02-26,ETH,14502464167,2
2019-02-25,ETH,14682597926,2
2019-02-24,ETH,14263873721,2
2019-02-23,ETH,16670632412,2
2019-02-22,ETH,15649961167,2
2019-02-21,ETH,15337145738,2
2019-02-20,ETH,15694462393,2
2019-02-19,ETH,15250901019,2
2019-02-18,ETH,15327852479,2
2019-02-17,ETH,14014695490,2
2019-02-16,ETH,12928550184,2
2019-02-15,ETH,12805280766,2
2019-02-14,ETH,12729213675,2
2019-02-13,ETH,12849605819,2
2019-02-12,ETH,12849965121,2
2019-02-11,ETH,12714795026,2
2019-02-10,ETH,13080881910,2
2019-02-09,ETH,12515870173,3
2019-02-08,ETH,12496945336,3
2019-02-07,ETH,10951652648,3
2019-02-06,ETH,10990266833,3
2019-02-05,ETH,11253035388,3
2019-02-04,ETH,11290969364,3
2019-02-03,ETH,11254870706,3
2019-02-02,ETH,11560765573,3
2019-10-16,XRP,12286985753,3
2019-10-15,XRP,12462323338,3
2019-10-14,XRP,12799942425,3
2019-10-13,XRP,11990204703,3
2019-10-12,XRP,11792798089,3
2019-10-11,XRP,11702493149,3
2019-10-10,XRP,11744507007,3
2019-10-09,XRP,12156932944,3
2019-10-08,XRP,12020170580,3
2019-10-07,XRP,11900420320,3
2019-10-06,XRP,11112666133,3
2019-10-05,XRP,10929504865,3
2019-10-04,XRP,10950104521,3
2019-10-03,XRP,10688160807,3
2019-10-02,XRP,10933024350,3
2019-10-01,XRP,10761681803,3
2019-09-30,XRP,11036254662,3
2019-09-29,XRP,10399003153,3
2019-09-28,XRP,10449975028,3
2019-09-27,XRP,10512410924,3
2019-09-26,XRP,10502200054,3
2019-09-25,XRP,10616698451,3
2019-09-24,XRP,10133548682,3
2019-09-23,XRP,11574524621,3
2019-09-22,XRP,12009356968,3
2019-09-21,XRP,12461952068,3
2019-09-20,XRP,12678417604,3
2019-09-19,XRP,13021616393,3
2019-09-18,XRP,13509644789,3
2019-09-17,XRP,12262515974,3
2019-09-16,XRP,11227300186,3
2019-09-15,XRP,11256389684,3
2019-09-14,XRP,11236551220,3
2019-09-13,XRP,10994948160,3
2019-09-12,XRP,10963094269,3
2019-09-11,XRP,11012382024,3
2019-09-10,XRP,11129180970,3
2019-09-09,XRP,11157198091,3
2019-09-08,XRP,11308589245,3
2019-09-07,XRP,11205531353,3
2019-09-06,XRP,10846757543,3
2019-09-05,XRP,11018940997,3
2019-09-04,XRP,11171918974,3
2019-09-03,XRP,11310944375,3
2019-09-02,XRP,11211279067,3
2019-09-01,XRP,11092364972,3
2019-08-31,XRP,11141812866,3
2019-08-30,XRP,11013445816,3
2019-08-29,XRP,11035685652,3
2019-08-28,XRP,11053053032,3
2019-08-27,XRP,11575485111,3
2019-08-26,XRP,11625706519,3
2019-08-25,XRP,11589356109,3
2019-08-24,XRP,11695124196,3
2019-08-23,XRP,11866405277,3
2019-08-22,XRP,11620983953,3
2019-08-21,XRP,11420125836,3
2019-08-20,XRP,11829516782,3
2019-08-19,XRP,12152144825,3
2019-08-18,XRP,12122901988,3
2019-08-17,XRP,11396948393,3
2019-08-16,XRP,11236137963,3
2019-08-15,XRP,11360984400,3
2019-08-14,XRP,11294964982,3
2019-08-13,XRP,12723035972,3
2019-08-12,XRP,12881006909,3
2019-08-11,XRP,12943909474,3
2019-08-10,XRP,12806941381,3
2019-08-09,XRP,12747895720,3
2019-08-08,XRP,13190251227,3
2019-08-07,XRP,13374954845,3
2019-08-06,XRP,13347360882,3
2019-08-05,XRP,13872050658,3
2019-08-04,XRP,13712472285,3
2019-08-03,XRP,13580218029,3
2019-08-02,XRP,13393149204,3
2019-08-01,XRP,13629460730,3
2019-07-31,XRP,13758215467,3
2019-07-30,XRP,13653644725,3
2019-07-29,XRP,13318731525,3
2019-07-28,XRP,13376153627,3
2019-07-27,XRP,13300742951,3
2019-07-26,XRP,13857657307,3
2019-07-25,XRP,13484184546,3
2019-07-24,XRP,13532870285,3
2019-07-23,XRP,13274967598,3
2019-07-22,XRP,13796653786,3
2019-07-21,XRP,14190843704,3
2019-07-20,XRP,14272232666,3
2019-07-19,XRP,13732383140,3
2019-07-18,XRP,13842515320,3
2019-07-17,XRP,13304378913,3
2019-07-16,XRP,12630613062,3
2019-07-15,XRP,13421671800,3
2019-07-14,XRP,13043521742,3
2019-07-13,XRP,14139724265,3
2019-07-12,XRP,14647922420,3
2019-07-11,XRP,14061255160,3
2019-07-10,XRP,15484656712,3
2019-07-09,XRP,16778394835,3
2019-07-08,XRP,17091878214,3
2019-07-07,XRP,16900947895,3
2019-07-06,XRP,16560748581,3
2019-07-05,XRP,16131219596,3
2019-07-04,XRP,16546425930,3
2019-07-03,XRP,17389810699,3
2019-07-02,XRP,17035325314,3
2019-07-01,XRP,17318727257,3
2019-06-30,XRP,16873846275,3
2019-06-29,XRP,18277144071,3
2019-06-28,XRP,18189360758,3
2019-06-27,XRP,17399283014,3
2019-06-26,XRP,19897799407,3
2019-06-25,XRP,19930916236,3
2019-06-24,XRP,20010034989,3
2019-06-23,XRP,19903281582,3
2019-06-22,XRP,20178408968,3
2019-06-21,XRP,18836369764,3
2019-06-20,XRP,18268310634,3
2019-06-19,XRP,18565554265,3
2019-06-18,XRP,18223194815,3
2019-06-17,XRP,19044270772,3
2019-06-16,XRP,18170284661,3
2019-06-15,XRP,17443622689,3
2019-06-14,XRP,17252452725,3
2019-06-13,XRP,17038475489,3
2019-06-12,XRP,17075593029,3
2019-06-11,XRP,16653166702,3
2019-06-10,XRP,16913630345,3
2019-06-09,XRP,16399949893,3
2019-06-08,XRP,17419805679,3
2019-06-07,XRP,17872581318,3
2019-06-06,XRP,17720913432,3
2019-06-05,XRP,16988033342,3
2019-06-04,XRP,16900917006,3
2019-06-03,XRP,17959558304,3
2019-06-02,XRP,18761924960,3
2019-06-01,XRP,18162849086,3
2019-05-31,XRP,18499916713,3
2019-05-30,XRP,17789891580,3
2019-05-29,XRP,18687708968,3
2019-05-28,XRP,18807161864,3
2019-05-27,XRP,18285708015,3
2019-05-26,XRP,17200982210,3
2019-05-25,XRP,16300831593,3
2019-05-24,XRP,16195609303,3
2019-05-23,XRP,16055052179,3
2019-05-22,XRP,15862699533,3
2019-05-21,XRP,16745727273,3
2019-05-20,XRP,16762548744,3
2019-05-19,XRP,17599092589,3
2019-05-18,XRP,15704580785,3
2019-05-17,XRP,16271598326,3
2019-05-16,XRP,17683635997,3
2019-05-15,XRP,19212993088,3
2019-05-14,XRP,17235125077,3
2019-05-13,XRP,13713341569,3
2019-05-12,XRP,13064438400,3
2019-05-11,XRP,13674087917,3
2019-05-10,XRP,12656310572,3
2019-05-09,XRP,12492913760,3
2019-05-08,XRP,12670380604,3
2019-05-07,XRP,12626698623,3
2019-05-06,XRP,12726677734,3
2019-05-05,XRP,12724692457,3
2019-05-04,XRP,12817676080,3
2019-05-03,XRP,12972165512,3
2019-05-02,XRP,12737560179,3
2019-05-01,XRP,12798744397,3
2019-04-30,XRP,12999538690,3
2019-04-29,XRP,12361611828,3
2019-04-28,XRP,12493351058,3
2019-04-27,XRP,12464603664,3
2019-04-26,XRP,12538573521,3
2019-04-25,XRP,12155572105,3
2019-04-24,XRP,12698877293,3
2019-04-23,XRP,13492933875,3
2019-04-22,XRP,13606823301,3
2019-04-21,XRP,13533407430,3
2019-04-20,XRP,13786384592,3
2019-04-19,XRP,13930181415,3
2019-04-18,XRP,14146855828,3
2019-04-17,XRP,14079207980,3
2019-04-16,XRP,13733570917,3
2019-04-15,XRP,13468978197,3
2019-04-14,XRP,13741639599,3
2019-04-13,XRP,13625508289,3
2019-04-12,XRP,13638700669,3
2019-04-11,XRP,13832528015,3
2019-04-10,XRP,14827516669,3
2019-04-09,XRP,14604743889,3
2019-04-08,XRP,14971342083,3
2019-04-07,XRP,15021731305,3
2019-04-06,XRP,14794185026,3
2019-04-05,XRP,15103004666,3
2019-04-04,XRP,13880340560,3
2019-04-03,XRP,14286134859,3
2019-04-02,XRP,14672900148,3
2019-04-01,XRP,13043585711,3
2019-03-31,XRP,12896872922,3
2019-03-30,XRP,12955391175,3
2019-03-29,XRP,12842645325,3
2019-03-28,XRP,12897607540,3
2019-03-27,XRP,13031827698,3
2019-03-26,XRP,12722986423,3
2019-03-25,XRP,12681109120,3
2019-03-24,XRP,12874448652,3
2019-03-23,XRP,13014768156,3
2019-03-22,XRP,12980675768,3
2019-03-21,XRP,13029696678,3
2019-03-20,XRP,13316885397,3
2019-03-19,XRP,13228510122,3
2019-03-18,XRP,13152224850,3
2019-03-17,XRP,13159356178,3
2019-03-16,XRP,13277693053,3
2019-03-15,XRP,13053269086,3
2019-03-14,XRP,12966405951,3
2019-03-13,XRP,13013743791,3
2019-03-12,XRP,12852289140,3
2019-03-11,XRP,12888076063,3
2019-03-10,XRP,12972692491,3
2019-03-09,XRP,13002493406,3
2019-03-08,XRP,12847588532,3
2019-03-07,XRP,13041438381,3
2019-03-06,XRP,13135275499,3
2019-03-05,XRP,13113543971,3
2019-03-04,XRP,12642316836,3
2019-03-03,XRP,12949767221,3
2019-03-02,XRP,13056329959,3
2019-03-01,XRP,13146898194,3
2019-02-28,XRP,13033383006,3
2019-02-27,XRP,12951843120,3
2019-02-26,XRP,13215356893,3
2019-02-25,XRP,13589015145,3
2019-02-24,XRP,12469397085,3
2019-02-23,XRP,13759017838,3
2019-02-22,XRP,13315770282,3
2019-02-21,XRP,13272215549,3
2019-02-20,XRP,13750925866,3
2019-02-19,XRP,13374527524,3
2019-02-18,XRP,13251207947,3
2019-02-17,XRP,12501307769,3
2019-02-16,XRP,12432602528,3
2019-02-15,XRP,12434893660,3
2019-02-14,XRP,12441105391,3
2019-02-13,XRP,12538960413,3
2019-02-12,XRP,12576315747,3
2019-02-11,XRP,12475397374,3
2019-02-10,XRP,12758715490,3
2019-02-09,XRP,12815309888,2
2019-02-08,XRP,12831745667,2
2019-02-07,XRP,12005682182,2
2019-02-06,XRP,11969011802,2
2019-02-05,XRP,12319438868,2
2019-02-04,XRP,12358907415,2
2019-02-03,XRP,12445862137,2
2019-02-02,XRP,12798226062,2
2019-10-16,USDT,4133212798,4
2019-10-15,USDT,4124681551,4
2019-10-14,USDT,4125276591,5
2019-10-13,USDT,4128347941,4
2019-10-12,USDT,4126426747,4
